,ENCFF697HYA,ENCFF343RGE,ENCFF652ODI,ENCFF375BRV,ENCFF985RQJ,ENCFF330FJJ,ENC4_96,ENCFF404KPA,ENCFF849AXD,ENCFF165FED,ENCFF379DIZ,ENCFF851ANC,ENCFF572XTJ,ENCFF154DXX,ENCFF025FWJ,ENCFF029ISG,ENCFF161OLK,ENCFF671ZNH,ENCFF445FDO,ENCFF721EFA,ENCFF467CBW,ENCFF102FBO,ENCFF806AZX,ENCFF493QIX,ENCFF019UKW,ENCFF416PRK,ENCFF249CRJ,ENCFF412MPY,ENCFF012JGW,ENCFF242CUN,ENCFF827ROM,ENCFF862HPX,ENCFF378UCJ,ENCFF221TXA,ENCFF585ZQW,ENCFF065WRR,ENCFF956BAL,ENCFF385QZD,ENCFF498GDT,ENCFF991OTZ,ENCFF520TSX,ENCFF174IVI,ENCFF993DXL,ENCFF584KCO,ENCFF156WYO,ENCFF596SHW,ENCFF045TDA,ENCFF576ASU,ENC4_100,ENCFF820WYV,ENCFF588XBZ,ENC4_98,ENCFF971DKB,ENCFF544EMI,ENCFF042BAS,ENCFF317BBO,ENCFF495VKU,ENCFF376TSX,ENCFF123PWO,ENCFF723WVP,ENCFF118WQY,ENCFF243NHM,ENCFF076HOW,ENCFF686YKV,ENCFF813YRI,ENCFF766VLD
MIR4495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4516,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0
MIR3174,8,38,37,4,10,19,14,1,2,1,1,6,2,9,11,37,87,50,4,8,15,13,5,15,2,3,4,3,7,6,2,6,2,4,13,12,3,1,1,1,26,26,10,4,2,3,0,331,217,10,73,45,12,13,1,5,75,72,9,9,2,17,3,6,2,24
MIR3689A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4489,5,5,12,1,0,1,1,0,0,0,0,0,1,0,2,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,1,0,19,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MIR3914-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4748,0,0,0,0,0,2,2,1,0,0,0,1,0,0,1,3,0,1,1,1,1,0,3,2,2,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,4,1,1,2,1,0,0,8,8,0,11,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0
MIR4696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MIR3685,2,1,0,0,4,2,1,0,3,0,0,0,0,0,0,0,2,0,2,2,1,2,3,0,0,0,0,0,1,0,2,1,0,0,3,0,1,0,0,0,1,2,1,4,0,1,0,2,1,4,8,8,2,1,1,0,1,1,1,1,0,0,0,0,0,1
MIR4280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR5692C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR5195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3146,1,10,5,1,0,3,1,0,2,0,0,0,5,5,1,3,6,3,9,15,22,2,0,0,0,0,1,1,0,0,0,5,2,0,1,2,0,0,0,0,4,1,0,0,0,0,0,6,5,1,11,5,1,0,1,4,0,2,0,0,0,0,0,0,0,0
MIR4749,2,11,7,8,5,39,24,10,2,0,0,7,6,14,21,23,12,6,18,15,15,10,6,19,5,2,12,15,10,14,7,3,5,8,19,11,6,2,6,3,44,24,15,19,6,15,9,116,84,32,152,93,37,22,5,4,69,36,13,9,11,26,11,14,17,12
MIR4445,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4725,0,0,0,7,5,15,8,5,4,2,2,0,0,0,0,3,0,0,0,0,0,56,49,43,78,38,3,6,246,176,185,0,0,20,59,83,2,2,0,0,52,34,19,19,27,25,15,111,63,13,74,30,81,73,32,68,1,3,0,0,10,17,50,66,1,13
MIR544B,0,0,0,0,0,0,0,7,1,3,2,4,0,0,0,0,0,0,0,0,0,15,22,14,0,0,0,0,1,3,0,0,0,1,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4735,0,0,0,1,3,6,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,2,4,9,4,0,1,0,12,10,2,5,2,0,1,3,0,4,3,5,2,0,4,0,0,1,0
MIR4519,1,40,19,0,1,0,0,0,0,0,0,1,0,0,1,6,4,4,4,14,18,4,5,0,0,0,0,0,1,0,0,2,4,0,0,0,1,1,0,0,1,0,0,2,0,0,0,5,5,0,23,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0
MIR5694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4488,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,2,1,0,1,0
MIR4764,0,3,1,0,0,3,1,2,0,0,0,0,0,0,0,0,9,1,0,0,0,0,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR548Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4477B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3609,13,31,24,1,0,25,20,1,5,7,13,13,0,1,5,8,2,5,24,32,13,23,12,10,1,2,17,19,11,27,16,7,1,3,10,8,19,33,31,3,29,10,5,8,1,9,3,34,23,24,47,22,8,7,1,4,5,9,13,7,17,8,24,17,14,6
MIR4659A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4509-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4690,1,4,3,0,0,1,0,0,0,0,0,1,0,3,0,3,0,3,4,3,2,0,1,4,0,1,0,1,3,0,0,0,1,0,4,2,0,0,0,0,5,2,1,0,0,2,1,7,5,0,11,9,2,2,1,3,5,1,0,1,0,0,0,1,1,1
MIR3649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
MIR4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4771-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3617,0,0,0,22,29,39,21,6,10,10,2,14,60,50,66,0,27,21,3,1,1,2,6,7,14,13,15,7,0,1,0,0,0,8,84,8,9,9,8,3,16,28,9,10,2,2,2,33,17,5,18,9,169,265,6,35,0,1,1,2,0,0,29,36,4,3
MIR5693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR5192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
MIR5700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MIR4326,5,11,15,2,2,5,2,0,1,1,1,0,0,2,4,21,74,92,17,34,26,1,0,0,4,3,2,1,6,5,2,28,15,5,0,4,1,0,2,0,23,23,1,4,0,1,5,24,16,8,13,7,11,7,1,3,7,8,1,1,7,1,8,9,9,9
MIR4525,1,0,1,0,0,2,2,0,0,0,0,0,6,4,11,7,13,4,16,13,24,11,17,18,1,4,0,1,1,1,1,4,6,0,3,1,2,0,0,0,14,8,2,3,0,3,1,10,9,6,14,6,5,3,5,3,1,1,1,0,3,0,1,1,1,12
MIR4440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4423,9,45,34,0,0,0,0,0,0,0,0,0,8,3,21,0,3,0,0,0,0,0,1,0,3,1,0,0,1,1,4,0,0,37,1,1,1,0,2,0,10,7,0,0,1,4,0,4,1,12,1,1,6,3,2,21,12,10,0,0,1,11,4,3,43,31
MIR5587,1,2,1,4,3,14,9,1,0,0,0,4,0,2,2,4,2,5,7,12,4,7,5,3,1,0,2,3,10,3,12,2,1,2,18,3,0,0,0,0,9,9,9,16,1,1,1,52,31,7,108,70,6,4,2,13,26,17,0,1,3,2,1,1,2,1
MIR4759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4435-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4654,0,0,0,4,2,11,10,4,0,1,2,1,4,2,4,2,16,3,0,0,0,10,12,4,0,0,3,2,0,0,0,0,0,0,2,4,0,0,1,0,0,0,1,3,0,3,0,68,48,1,9,4,3,1,0,0,1,2,3,4,1,0,0,0,1,1
MIR5190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
MIR5583-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4711,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3646,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0
MIR3147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4666A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MIR4282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR5095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MIR3186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,8,7,0,0,0,6,5,5,51,27,0,3,0,0,10,21,0,0,1,4,0,0,8,4
MIR1260B,2,8,2,3,0,5,4,0,0,0,0,0,3,0,0,3,3,3,3,0,3,0,0,0,0,0,3,2,5,3,5,3,1,1,0,1,1,2,0,0,6,3,3,2,2,3,7,43,32,3,28,13,4,5,1,0,3,6,1,0,4,7,2,3,2,1
MIR4661,8,129,47,2,2,5,3,2,3,1,0,1,12,26,49,8,15,5,46,30,40,5,8,6,3,0,0,2,0,0,0,33,21,0,8,3,0,2,0,0,6,4,2,3,0,1,0,16,6,2,9,6,6,2,1,0,6,7,0,1,0,2,0,0,1,3
MIR5585,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR5589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,3,0,0,0,0,0,0,0,1,0,0,0,0
MIR3926-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3156-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3167,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,15,10,2,0,0,16,0,0,0,0,0,0,0,3,0,1,0,1,0,2,1,0,6,5,0,0,2,2,0,0,0,0,1,0,0,0,0,1
MIR4323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3611,73,50,50,0,3,2,1,0,2,0,0,1,37,37,27,88,36,58,85,53,195,33,43,22,3,7,1,2,2,2,0,56,21,18,52,10,0,0,0,0,21,7,4,5,2,10,4,31,19,19,8,5,15,26,14,34,8,21,10,11,5,7,0,0,7,7
MIR3178,0,3,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,4,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,3,0,5,2,1,5,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0
MIR3176,70,282,282,80,71,353,195,20,12,7,6,12,62,99,135,64,488,291,119,225,381,114,137,66,47,15,7,7,67,54,49,403,239,39,4,5,5,1,1,2,160,194,62,124,1,7,1,687,461,4,968,510,6,9,42,128,27,49,8,4,5,6,0,0,4,9
MIR5091,0,26,13,1,3,0,0,0,0,0,0,0,3,0,0,3,2,0,4,3,10,2,0,0,0,0,0,1,2,0,0,0,2,3,0,0,0,0,1,0,0,0,2,7,1,0,0,3,3,3,8,4,3,1,2,0,1,1,0,0,0,2,0,0,1,2
MIR4279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4644,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,1,0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MIR4475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MIR4428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR5096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4743,0,2,1,0,0,3,3,0,0,0,0,0,0,0,1,7,10,4,0,0,0,1,1,0,2,2,0,1,4,0,12,0,1,5,1,2,0,0,0,0,25,8,6,7,7,15,8,19,13,1,67,33,6,0,1,5,4,6,2,1,2,0,0,3,3,0
MIR3683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,10,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3180-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR744,7308,8337,4262,9351,9766,36932,19976,5579,3797,1175,1614,4561,19173,22211,59563,51207,50449,18880,12444,1828,2294,9394,8280,17598,15454,6755,3783,2972,19101,15375,10888,2135,1506,16959,11113,17487,1510,1602,2719,449,78819,46038,19373,30751,4404,11711,7973,76467,48509,29088,186499,109374,45826,40073,4560,7979,26814,36926,20196,15632,3486,16830,28308,34940,5607,16454
MIR3118-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4518,725,698,1906,0,0,0,0,0,0,0,0,0,0,0,0,8,7,6,0,0,3,1,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
MIR5093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MIR4668,2,4,17,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,3,1,1,4,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,6,3,0,1,1,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,1
MIR5692A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3909,29,32,32,5,5,52,44,8,2,1,4,16,7,8,32,31,129,184,89,49,65,8,8,37,42,33,7,6,80,39,27,80,25,18,11,14,5,16,4,1,36,56,7,22,9,17,34,153,84,8,95,43,44,47,19,34,16,21,9,6,18,13,17,15,15,14
MIR4293,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MIR3665,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1
MIR4503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,4,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
MIR4536-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4776-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3657,2,3,3,0,0,0,0,0,1,0,0,0,3,6,3,1,0,7,4,25,91,2,8,1,0,0,0,0,0,1,0,169,44,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,1,0,0,0,1,0,0,2,0
MIR5002,0,0,0,0,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,23,42,0,0,1,55,38,3,186,89,1,1,0,0,1,12,1,1,1,4,3,3,1,3
